"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1895",,,,,"        89","6","        71","6",,,,,,,,,,,,,,,,,,,,,"52.3"," ,6,0408, ",,,,,,,"877.3"," ,6",,,,,,,,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2432.3","3","2432.3"," ",,,,,,,,,,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1898",,,,,,,,,,,,,"         0","6","        80","6","         6","6","       167","6","        48","6","-12.8","6,1214, ",,,,,,,"40.6","6,0702, ",,,,,,,,,"13.8","6","19.3","6","8.3","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1900","877.4",,"877.4","6",,,,,,,,,"         0","6","       123","6","        17","6","       175","6","        69","6","-15.6","6,0202, ",,,,,,,"39.4","6,0811,+","2794.8","8","2794.8","6",,,,,"13.1","6","19.3","6","6.9","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1901",,,,,"        59","6","        56","6",,,,,,,,,,,,,,,,,,,,,"70.9"," ,6,0806, ",,,,,,,"1239.3"," ,6",,,,,,,,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1902","518.1",,"518.1","6",,,,,,,,,"         2","6","       114","6","        12","6","       179","6","        26","6","-19.4","6,0205, ",,,,,,,"37.8","6,0718, ",,,,,,,,,"12.0","6","18.7","6","5.2","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1903","405.1",,"405.1","6",,,,,,,,,"         3","6","       124","6","        11","6","       165","6","        20","6","-18.9","6,0220, ",,,,,,,"35.6","6,0703, ","2634.9","9","2634.9","6",,,,,"11.7","6","18.5","6","4.9","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1904",,,,,,,,,,,,,,,,,"        26","6","       143","6","        24","6",,,,,,,,,"36.7","6,0626, ","3187.7","7","3187.7","6",,,,,,,"17.3","6",,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1905","540.0",,"540.0","6",,,,,,,,,"         2","6","       121","6","        18","6","       192","6","        27","6","-25.0","6,0131, ",,,,,,,"38.3","6,0718, ",,,,,,,,,"12.0","6","18.9","6","5.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1906","623.6",,"623.6","6",,,,,,,,,"         0","6","       113","6","         9","6","       167","6","        30","6","-14.4","6,0206,+",,,,,,,"35.6","6,0806,+","2612.2","2","2612.2","6",,,,,"12.8","6","19.1","6","6.6","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1907","398.9",,"398.9","6","       108","6","        84","6",,,,,"         2","6","       135","6","        16","6","       166","6","        17","6","-20.6","6,0207, ",,,,,"111.8"," ,6,0923, ","33.9","6,0708, ","2792.4","4","2792.4","6","1055.5"," ,6",,,"11.3","6","18.0","6","4.6","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1908","486.0",,"486.0","6","        86","6","        68","6",,,,,"         2","6","       127","6","        12","6","       162","6","        35","6","-22.2","6,0209, ",,,,,"71.1"," ,6,0906,+","38.9","6,0712, ","2830.8","8","2830.8","6","911.4"," ,6",,,"11.9","6","18.7","6","5.1","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1910","589.8",,"589.8","6",,,,,,,,,"         2","6","       121","6","         8","6","       182","6","        27","6","-20.0","6,1210, ",,,,,,,"35.6","6,0906,+",,,,,,,,,"12.5","6","19.0","6","6.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1911",,,,,"       100","6","        78","6",,,,,"         0","6","       122","6","         1","6","       169","6","        60","6","-16.7","6,0124, ",,,,,"50.8"," ,6,1018, ","39.4","6,0703, ","2733.6","6","2733.6","6","934.3"," ,6",,,"13.3","6","20.1","6","6.5","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1912",,,,,"       112","6","        84","6",,,,,,,,,,,,,,,,,,,,,"104.1"," ,6,0507, ",,,,,,,"1155.0"," ,6",,,,,,,,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1913",,,,,"       105","6","        70","6",,,,,"         0","6","       103","6","         2","6","       177","6","        37","6","-13.3","6,0214,+",,,,,"73.7"," ,6,0412, ","37.8","6,0810,+","2217.7","7","2217.7","6","972.4"," ,6",,,"13.4","6","20.2","6","6.7","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1914",,,,,,,,,,,,,"         3","6","       115","6","        11","6","       181","6","        41","6","-23.9","6,0225, ",,,,,,,"38.3","6,0723, ",,,,,,,,,"12.2","6","19.3","6","5.1","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1917","497.6",,"497.6","6",,,,,,,,,"         5","6","       148","6","        16","6","       156","6","        18","6","-24.4","6,1230, ",,,,,,,"36.7","6,0731, ","2729.1","1","2729.1","6",,,,,"10.9","6","17.9","6","4.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1918","545.9",,"545.9","6",,,,,,,,,"         7","6","       117","6","        18","6","       190","6","        35","6","-23.3","6,0205, ",,,,,,,"41.1","6,0806, ","3089.7","7","3089.7","6",,,,,"12.4","6","19.5","6","5.3","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1919","609.1",,"609.1","6",,,,,,,,,"         1","6","       114","6","         6","6","       184","6","        25","6","-19.4","6,1221, ",,,,,,,"38.9","6,0704, ","2464.3","3","2464.3","6",,,,,"13.0","6","19.7","6","6.2","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1920","459.7",,"459.7","6","       107","6","        77","6",,,,,"         0","6","       125","6","        13","6","       182","6","        17","6","-15.6","6,0106,+",,,,,"64.8"," ,6,0703, ","34.4","6,0724,+","2886.0","0","2886.0","6","1119.0"," ,6",,,"11.8","6","18.3","6","5.3","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1921","682.2",,"682.2","6","       105","6","        71","6",,,,,"         0","6","        97","6","         3","6","       211","6","        43","6","-14.4","6,0119, ",,,,,"53.3"," ,6,0512, ","36.7","6,0902, ","2253.8","8","2253.8","6","866.5"," ,6",,,"14.0","6","20.9","6","7.1","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1922","621.5",,"621.5","6","       109","6","        79","6",,,,,"         0","6","       111","6","        11","6","       193","6","        24","6","-17.2","6,0201, ",,,,,"75.2"," ,6,0902, ","35.0","6,0712, ","2500.2","2","2500.2","6","1087.0"," ,6",,,"13.0","6","19.5","6","6.6","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1923","607.6",,"607.6","6","       112","6","        80","6",,,,,"         0","6","       112","6","         3","6","       186","6","        31","6","-13.9","6,0208, ",,,,,"38.9"," ,6,0307, ","37.2","6,0621, ","2603.9","9","2603.9","6","947.1"," ,6",,,"12.8","6","19.6","6","6.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1924","449.3",,"449.3","6","       105","6","        80","6",,,,,"         0","6","       127","6","         6","6","       162","6","        23","6","-17.2","6,0122, ",,,,,"82.8"," ,6,0930, ","38.9","6,0806, ","2726.8","8","2726.8","6","1234.1"," ,6",,,"11.6","6","18.2","6","5.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1925","679.5",,"679.5","6",,,,,,,,,"         1","6","       119","6","         4","6","       171","6","        51","6","-17.8","6,0128, ",,,,,,,"38.3","6,0605, ","2677.4","4","2677.4","6",,,,,"12.9","6","19.7","6","6.0","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1926","598.0",,"598.0","6",,,,,,,,,"         1","6","       128","6","         8","6","       166","6","        31","6","-17.8","6,0113, ",,,,,,,"38.9","6,0722,+","2764.6","6","2764.6","6",,,,,"12.0","6","18.6","6","5.4","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1927","479.7",,"479.7","6","       113","6","        79","6",,,,,"         0","6","       100","6","         6","6","       193","6","        23","6","-15.0","6,0127, ",,,,,"58.9"," ,6,0422, ","36.7","6,0728, ","2711.4","4","2711.4","6","967.1"," ,6",,,"12.8","6","19.4","6","6.2","6"
"USC00181995","COLLEGE PARK, MD US","38.98333","-76.95","27.4","1928","573.4",,"573.4","6","       108","6","        70","6",,,,,"         1","6","       111","6","         9","6","       172","6","        26","6","-21.7","6,0130, ",,,,,"148.1"," ,6,0812, ","36.1","6,0805, ","2535.9","9","2535.9","6","1064.8"," ,6",,,"12.6","6","19.1","6","6.2","6"
